species,locality,municipality,kingdom,phylum,class,order,family,taxonRank,elevation
Pseudoxycheila bipustulata,Salinas,Santa Barbara,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,SPECIES,2357
Pucaya castanea,Salinas,Santa Barbara,Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,SPECIES,1912
Schistes geoffroyi,Salinas,Santa Barbara,Animalia,Chordata,Aves,Apodiformes,Trochilidae,SPECIES,2525
Scytalopus latrans,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,SPECIES,2525
Sturnira ludovici,Salinas,Santa Barbara,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,SPECIES,2505
Synallaxis azarae,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Furnariidae,SPECIES,2525
Synallaxis unirufa,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Furnariidae,SPECIES,2525
Tangara arthus,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Thraupidae,SPECIES,2350
Tangara nigroviridis,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Thraupidae,SPECIES,2575
Tangara vassorii,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Thraupidae,SPECIES,2525
Thraupis cyanocephala,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Thraupidae,SPECIES,3075
Thripadectes holostictus,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Furnariidae,SPECIES,2575
Trogon personatus,Salinas,Santa Barbara,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,SPECIES,2525
Uroxys caucanus,Salinas,Santa Barbara,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,2402
Uroxys coarctatus,Salinas,Santa Barbara,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,SPECIES,2390
Vireo leucophrys,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Vireonidae,SPECIES,2525
Zonotrichia capensis,Salinas,Santa Barbara,Animalia,Chordata,Aves,Passeriformes,Emberizidae,SPECIES,2525
